epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/Shoulder_R,train/confmaps/Elbow_R,train/confmaps/Shoulder_L,train/confmaps/Elbow_L,train/confmaps/Sternum,train/confmaps/Nose,train/confmaps/Neck,train/confmaps/Lip_upper,train/confmaps/Lip_lower,train/confmaps/Pellet,train/confmaps/Pellet_holder_lower,train/confmaps/Pellet_holder_upper,train/confmaps/Bar_L,train/confmaps/Eye_L,train/confmaps/Eye_R,train/confmaps/Bar_R,train/confmaps/wrist_mid_R,train/confmaps/wrist_pinky_R,train/confmaps/mid_pinky_R,train/confmaps/tip_pinky_R,train/confmaps/tip_index_R,train/confmaps/mid_index_R,train/confmaps/wrist_index_R,train/confmaps/wrist_mid_L,train/confmaps/wrist_pinky_L,train/confmaps/mid_pinky_L,train/confmaps/tip_pinky_L,train/confmaps/tip_index_L,train/confmaps/mid_index_L,train/confmaps/wrist_index_L,train/confmaps/tip_ring_R,train/confmaps/tip_middle_R,train/confmaps/tip_ring_L,train/confmaps/tip_middle_L,train/confmaps/diamond,train/confmaps/star
9,9.990079706767574e-05,0.00014830741565674543,9.999999747378752e-05,13.426002502441406,0.04830360412597656,0.0001981246896320954,0.000133841997012496,0.00020761128689628094,0.00014863625983707607,0.0001451166026527062,6.589103577425703e-05,9.882702579488978e-05,8.109813643386588e-05,8.365373651031405e-05,4.5097021939000115e-05,0.00014963543799240142,0.00025789422215893865,4.988371438230388e-05,7.059388735797256e-05,9.19578451430425e-05,7.77143141021952e-05,9.758168744156137e-05,7.092837040545419e-05,6.503565236926079e-05,8.569107740186155e-05,0.00011619173164945096,0.00019983451056759804,8.405419794144109e-05,7.260624261107296e-05,6.035681872162968e-05,4.7528083086945117e-05,5.2209343266440555e-05,5.396690175984986e-05,4.908607297693379e-05,6.582004425581545e-05,8.229956438299268e-05,8.817304478725418e-05,4.977429489372298e-05,9.090670209843665e-05,8.254810381913558e-05,0.00017338964971713722
10,9.20602324185893e-05,0.0001236226235050708,9.999999747378752e-05,13.456123352050781,0.02836155891418457,0.00017516875232104212,0.00012491292727645487,0.00019442997290752828,0.0001253332884516567,0.00013895044685341418,6.347985618049279e-05,9.147341916104779e-05,7.431055564666167e-05,8.004304254427552e-05,4.376012657303363e-05,0.00013769607176072896,0.0002284208603668958,4.519481080933474e-05,6.677497003693134e-05,8.611332305008546e-05,6.770795152988285e-05,9.181577479466796e-05,6.528992526000366e-05,6.348692113533616e-05,7.720825669821352e-05,0.00010838715388672426,0.00018839689437299967,7.853534771129489e-05,6.766800652258098e-05,5.697064261767082e-05,4.198836541036144e-05,4.300783621147275e-05,4.763056494994089e-05,4.538213033811189e-05,6.306930299615487e-05,7.724113675067201e-05,7.852465205360204e-05,4.075870310771279e-05,8.822746167425066e-05,7.906794780865312e-05,0.00016025418881326914
11,8.808236452750862e-05,0.00011665722558973357,9.999999747378752e-05,13.481244087219238,0.052556753158569336,0.00016293594671878964,0.00012058907304890454,0.00018732658645603806,0.00012776241055689752,0.00013790078810416162,5.663686533807777e-05,8.358878403669223e-05,7.344799814745784e-05,8.335424354299903e-05,4.007827374152839e-05,0.00012905172479804605,0.0002212417166447267,4.386805812828243e-05,5.8504738262854517e-05,8.170171349775046e-05,6.420330464607105e-05,8.350460120709613e-05,6.361927080433816e-05,5.8039091527462006e-05,7.402746996376663e-05,0.000104783262941055,0.00018919899594038725,7.188299059635028e-05,7.054623711155728e-05,5.786606197943911e-05,4.236155655235052e-05,4.128683576709591e-05,4.639465987565927e-05,4.409164102980867e-05,6.398222467396408e-05,7.416791777359322e-05,7.355261914199218e-05,3.7649006117135286e-05,8.602958405390382e-05,7.628125604242086e-05,0.00014364674279931933
12,8.336385508300737e-05,0.00011759885092033073,9.999999747378752e-05,13.147259712219238,0.02921748161315918,0.00015793496277183294,0.00011022199760191143,0.00017652010137680918,0.00012303648691158742,0.0001181175684905611,5.5135387810878456e-05,8.485486614517868e-05,6.820045382482931e-05,7.319125870708376e-05,3.8105499697849154e-05,0.00011878131772391498,0.00019675948715303093,4.31964872404933e-05,5.964441879768856e-05,7.968125282786787e-05,5.618219802272506e-05,7.701230060774833e-05,6.062485772417858e-05,5.7665296480990946e-05,7.027902756817639e-05,0.00010202427802141756,0.00018142398039344698,6.747202132828534e-05,6.42270824755542e-05,5.3472715080715716e-05,4.0827046177582815e-05,4.163095945841633e-05,4.648180038202554e-05,4.228612669976428e-05,5.782526932307519e-05,6.878698332002386e-05,7.31252584955655e-05,3.890462903655134e-05,8.264428470283747e-05,7.166536670411006e-05,0.0001292980305152014
13,8.791434083832428e-05,0.0001418573665432632,9.999999747378752e-05,13.391487121582031,0.048729658126831055,0.00016732818039599806,0.00013239508552942425,0.00017558294348418713,0.00013481618952937424,0.000131295615574345,5.4776992328697816e-05,8.296848682221025e-05,7.421577902277932e-05,7.977151108207181e-05,4.089687718078494e-05,0.00012247318227309734,0.00019646775035653263,4.6432371163973585e-05,6.644743552897125e-05,9.014818351715803e-05,5.960045018582605e-05,8.991821232484654e-05,6.67940839775838e-05,5.966057869954966e-05,6.986396329011768e-05,0.00010637166997184977,0.00018793965864460915,7.598496449645609e-05,7.137296051951125e-05,5.569731001742184e-05,4.098667704965919e-05,4.2614759877324104e-05,4.776674177264795e-05,4.684180021286011e-05,6.435992690967396e-05,7.206208829302341e-05,7.636394002474844e-05,4.127172360313125e-05,8.641451131552458e-05,7.302880840143189e-05,0.00013378755829762667
14,8.227736543631181e-05,0.00013112678425386548,9.999999747378752e-05,13.518064498901367,0.07148313522338867,0.00015423496370203793,0.00010391517571406439,0.00016807457723189145,0.000131849548779428,0.00011703470227075741,5.178948777029291e-05,8.511115447618067e-05,6.364770524669439e-05,7.376899884548038e-05,3.370660851942375e-05,0.00012051370867993683,0.00017870038573164493,4.3434050894575194e-05,6.32163937552832e-05,8.05749514256604e-05,6.037213825038634e-05,8.330325363203883e-05,6.384960579453036e-05,6.103755731601268e-05,7.018959149718285e-05,9.814101940719411e-05,0.00017878446669783443,6.98382209520787e-05,6.753250636393204e-05,5.52802266611252e-05,4.043077933602035e-05,4.176954098511487e-05,4.840586916543543e-05,4.445807644515298e-05,6.117507291492075e-05,6.796333764214069e-05,6.87544234097004e-05,4.0878607251215726e-05,8.33593585412018e-05,6.735311762895435e-05,0.00012319556844886392
15,7.202722190413624e-05,0.0001348617661278695,9.999999747378752e-05,13.522673606872559,0.09236836433410645,0.00013574238982982934,9.705567208584398e-05,0.00015119052841328084,0.00010447585373185575,0.00010215498332399875,4.9599249905440956e-05,7.463963265763596e-05,6.092621697462164e-05,6.733162445016205e-05,3.462061067693867e-05,0.00010180928074987605,0.0001361927716061473,3.932314575649798e-05,5.258358578430489e-05,6.823899457231164e-05,5.467390292324126e-05,7.011504203546792e-05,5.243039413471706e-05,4.958801582688466e-05,5.8591351262293756e-05,9.48664965108037e-05,0.00017405916878487915,6.038485298631713e-05,5.848136788699776e-05,4.751749293063767e-05,3.498219666653313e-05,3.556464071152732e-05,4.145038838032633e-05,3.817347896983847e-05,5.003699698136188e-05,5.986116957501508e-05,6.41019651084207e-05,3.461828964645974e-05,7.808278314769268e-05,6.281126115936786e-05,0.00010596418724162504
16,7.409336103592068e-05,0.00010212377674179152,9.999999747378752e-05,13.408102035522461,0.06331300735473633,0.00013542217493522912,0.00011235360580030829,0.00014879457012284547,0.00011273020936641842,0.00010571272287052125,4.962181265000254e-05,7.583473779959604e-05,6.823442527092993e-05,7.361560710705817e-05,3.317666778457351e-05,0.00011329539120197296,0.00014146922330837697,3.768427995964885e-05,6.1101331084501e-05,7.578226359328255e-05,5.657010478898883e-05,7.33755950932391e-05,5.500631232280284e-05,4.7528348659398034e-05,5.4440701205749065e-05,9.377385140396655e-05,0.00017089037282858044,6.336769729387015e-05,6.275872874539346e-05,5.018216324970126e-05,3.584068690543063e-05,3.582747376640327e-05,4.156713475822471e-05,3.7878537114011124e-05,5.3199157264316455e-05,6.0626342019531876e-05,6.342350388877094e-05,3.644373646238819e-05,7.785624620737508e-05,6.31897637504153e-05,0.00010561167437117547
17,6.799425318604335e-05,0.00011092945351265371,9.999999747378752e-05,13.406134605407715,0.028234481811523438,0.00013159550144337118,8.827346027828753e-05,0.00014123358414508402,0.00010535452020121738,9.714993211673573e-05,4.547158096102066e-05,6.85407139826566e-05,5.2171853894833475e-05,6.073409895179793e-05,2.8706746888929047e-05,0.0001115503691835329,0.00012425945897120982,3.44817090081051e-05,5.301708006300032e-05,6.592980935238302e-05,4.741941665997729e-05,6.178265903145075e-05,4.709334098151885e-05,4.1802071791607887e-05,5.0955404731212184e-05,8.960739069152623e-05,0.00016606022836640477,5.357815098250285e-05,5.30989418621175e-05,4.533455285127275e-05,3.3152056857943535e-05,3.4868367947638035e-05,4.021612403448671e-05,3.469677540124394e-05,4.9053935072151944e-05,5.651483661495149e-05,6.195247988216579e-05,3.3503372833365574e-05,7.705746247665957e-05,6.118523742770776e-05,0.00010146005661226809
18,6.420439603971317e-05,0.00011699482274707407,9.999999747378752e-05,13.392107963562012,0.049427032470703125,0.00012648873962461948,8.871793397702277e-05,0.00013533745368476957,9.164490620605648e-05,9.568249515723437e-05,4.249566336511634e-05,6.633267912548035e-05,4.860823173657991e-05,5.728719042963348e-05,2.8883332561235875e-05,9.157552995020524e-05,0.00010929263953585178,3.310101237730123e-05,4.8361245717387646e-05,6.23650339548476e-05,4.79759655718226e-05,6.029428550391458e-05,4.4807813537772745e-05,4.121821984881535e-05,4.8486876039532945e-05,8.45301547087729e-05,0.00016448652604594827,5.444576163426973e-05,5.4869386076461524e-05,4.578908556140959e-05,3.2012947485782206e-05,3.277144060120918e-05,3.6059849662706256e-05,3.305160498712212e-05,4.7446686949115247e-05,5.232300463831052e-05,5.777830665465444e-05,3.04605327983154e-05,7.113048195606098e-05,5.611965025309473e-05,9.516688442090526e-05
19,7.001619815127924e-05,0.00014238347648642957,9.999999747378752e-05,13.510164260864258,0.028888702392578125,0.0001361755857942626,0.00010873680730583146,0.00014638986613135785,0.00011945411824854091,0.00010794221452670172,4.3971835111733526e-05,7.198721868917346e-05,5.979656634735875e-05,6.594342266907915e-05,3.072855906793848e-05,9.409418271388859e-05,0.0001150631724158302,3.649257268989459e-05,5.332180444383994e-05,7.111644663382322e-05,5.57879357074853e-05,6.89440275891684e-05,5.2662246162071824e-05,4.999156953999773e-05,5.4091022320790216e-05,8.799915667623281e-05,0.00017188605852425098,5.986049654893577e-05,5.271637928672135e-05,4.4636064558289945e-05,3.0979168514022604e-05,3.1977484468370676e-05,3.965539872297086e-05,3.8930993468966335e-05,4.965454718330875e-05,5.825167681905441e-05,6.126914377091452e-05,3.2380612537963316e-05,8.026242721825838e-05,6.0431801102822646e-05,9.301509999204427e-05
20,7.356097921729088e-05,0.00010961138468701392,9.999999747378752e-05,13.373604774475098,0.05361580848693848,0.00012650940334424376,9.9820907053072e-05,0.00013313772797118872,0.00010924045636784285,9.263341780751944e-05,4.794886990566738e-05,6.97820505592972e-05,5.7118679251288995e-05,6.0492060583783314e-05,3.14878998324275e-05,0.00011078726674895734,0.00015725074626971036,4.195641668047756e-05,5.8512319810688496e-05,7.996204658411443e-05,5.96668578509707e-05,7.237332465592772e-05,5.538472760235891e-05,5.456403596326709e-05,6.26110631856136e-05,9.826862515183166e-05,0.00016941143258009106,5.9277357649989426e-05,6.033408863004297e-05,4.6892226237105206e-05,3.596696114982478e-05,4.142486795899458e-05,4.796699795406312e-05,4.0144830563804135e-05,5.4362481023417786e-05,6.178783223731443e-05,6.822438444942236e-05,4.4901029468746856e-05,8.342607179656625e-05,5.563792001339607e-05,9.61355326580815e-05
21,6.0045775171602145e-05,0.00011192024976480752,9.999999747378752e-05,13.440469741821289,0.028989553451538086,0.00011180224100826308,8.888915181159973e-05,0.00012537333532236516,9.213856537826359e-05,9.674025204731151e-05,3.9579848817083985e-05,6.216509791556746e-05,4.947328852722421e-05,5.34753235115204e-05,2.668868182809092e-05,8.53283709147945e-05,0.00010367310460424051,3.1567567930324e-05,4.1502233216306195e-05,5.254575080471113e-05,4.343687032815069e-05,5.607772618532181e-05,4.211927080177702e-05,3.948835001210682e-05,4.450341293704696e-05,8.399530634051189e-05,0.00016224145656451583,5.014990165363997e-05,4.7824687499087304e-05,4.016218736069277e-05,2.9927074137958698e-05,3.127869058516808e-05,3.446606933721341e-05,3.0343077014549635e-05,4.3464708141982555e-05,5.034534478909336e-05,5.2801759011344984e-05,2.9265827834024094e-05,7.101253140717745e-05,5.526616587303579e-05,7.777599967084825e-05
22,5.933003922109492e-05,0.00010312298400094733,9.999999747378752e-05,13.31264877319336,0.049137115478515625,0.00010524685785640031,7.437303429469466e-05,0.00010997656499966979,7.934142195153981e-05,8.642635657452047e-05,4.136098868912086e-05,5.594909089268185e-05,5.0597871450008824e-05,5.035700451117009e-05,2.729407606238965e-05,8.327700925292447e-05,0.00010468736581970006,3.212881711078808e-05,4.574324339046143e-05,5.4248048400040716e-05,4.37850430898834e-05,5.668078665621579e-05,4.1544200939824805e-05,3.900648152921349e-05,4.360052480478771e-05,8.361099753528833e-05,0.0001643461873754859,4.995612835045904e-05,4.982020254828967e-05,4.120158700970933e-05,2.9917904612375423e-05,3.249939618399367e-05,3.463044413365424e-05,3.137758176308125e-05,4.228376565151848e-05,5.047162267146632e-05,5.402947135735303e-05,3.2231317163677886e-05,7.437539170496166e-05,5.399821748142131e-05,8.671864634379745e-05
23,5.7901914260583e-05,8.795702160568908e-05,9.999999747378752e-05,13.543604850769043,0.02846240997314453,0.00010084082168759778,6.943268090253696e-05,0.00011432485916884616,8.179467113222927e-05,8.370537398150191e-05,3.6923509469488636e-05,5.497271558851935e-05,4.4959320803172886e-05,5.143575253896415e-05,2.5873774575302377e-05,8.177720883395523e-05,0.00010251510684611276,3.2239400752587244e-05,4.1454561142018065e-05,5.810388393001631e-05,3.939259113394655e-05,5.7339850172866136e-05,4.545240517472848e-05,4.129965236643329e-05,4.4096039346186444e-05,8.043200796237215e-05,0.00015605412772856653,4.9868158384924755e-05,5.133817103342153e-05,4.135525523452088e-05,3.215774268028326e-05,3.2790732802823186e-05,3.386100070201792e-05,3.155359081574716e-05,4.4281223381403834e-05,4.8978068662108853e-05,5.2428815251914784e-05,3.118333188467659e-05,7.148552685976028e-05,5.030498869018629e-05,7.668534090043977e-05
24,4.0331979107577354e-05,8.690469985594973e-05,4.999999873689376e-05,13.307382583618164,0.04794883728027344,7.997050124686211e-05,4.795068161911331e-05,7.917280163383111e-05,4.684254963649437e-05,5.205626439419575e-05,2.830704215739388e-05,3.941553950426169e-05,2.872453478630632e-05,3.2293577532982454e-05,2.0958270397386514e-05,5.800171129521914e-05,5.456219150801189e-05,2.2990760044194758e-05,2.6951413019560277e-05,3.6910139897372574e-05,2.6882511519943364e-05,3.450767690083012e-05,2.5161698431475088e-05,2.4286968255182728e-05,2.8677375667029992e-05,6.468617357313633e-05,0.00014604051830247045,2.9791792258038186e-05,3.1895189749775454e-05,2.830678567988798e-05,1.9751922081923112e-05,2.1032625227235258e-05,2.5969105990952812e-05,2.2075399101595394e-05,2.810921250784304e-05,3.607813050621189e-05,3.852713780361228e-05,2.0208350179018453e-05,6.355715595418587e-05,4.4499003706732765e-05,5.35967483301647e-05
25,3.745223511941731e-05,9.086626960197464e-05,4.999999873689376e-05,13.377716064453125,0.028998613357543945,7.786895730532706e-05,3.9611022657481954e-05,7.201947300927714e-05,3.935252607334405e-05,4.412808993947692e-05,2.6834566597244702e-05,3.3122709282906726e-05,2.739042611210607e-05,3.0139959562802687e-05,1.9592094758991152e-05,5.189479634282179e-05,4.870375414611772e-05,2.1122747057233937e-05,2.449419662298169e-05,3.141441993648186e-05,2.3822489310987294e-05,3.092024053330533e-05,2.3506738216383383e-05,2.193200089095626e-05,2.5498047762084752e-05,6.126807420514524e-05,0.0001415881561115384,2.762443727988284e-05,3.0180202884366736e-05,2.7119740479975007e-05,1.850618536991533e-05,1.9322900698170997e-05,2.4194547222577967e-05,2.0253217371646315e-05,2.617102836666163e-05,3.2411149732070044e-05,3.469257353572175e-05,1.8499587895348668e-05,6.1789047322236e-05,4.130912202526815e-05,4.887922477792017e-05
26,3.671491504064761e-05,9.711966413306072e-05,4.999999873689376e-05,13.44888973236084,0.051200151443481445,7.54279681132175e-05,4.030126001453027e-05,6.579646287718788e-05,3.934570850105956e-05,4.280616485630162e-05,2.450934516673442e-05,3.282672696514055e-05,2.644184496602975e-05,3.0640949262306094e-05,1.9809895093203522e-05,4.9524162022862583e-05,4.531769809545949e-05,2.1219148038653657e-05,2.3189844796434045e-05,3.1594434403814375e-05,2.444412348268088e-05,3.065878991037607e-05,2.2795195036451332e-05,2.1611856936942786e-05,2.4795797799015418e-05,6.0813465097453445e-05,0.00013918265176471323,2.7113937903777696e-05,3.016459413629491e-05,2.6769470423460007e-05,1.818659256969113e-05,1.9111183064524084e-05,2.3712318579782732e-05,2.053747266472783e-05,2.5773088054847904e-05,3.2622676371829584e-05,3.588651088648476e-05,1.8672109945327975e-05,6.157501775305718e-05,4.030085983686149e-05,4.699683631770313e-05
27,3.6080717109143734e-05,8.963730942923576e-05,4.999999873689376e-05,13.244760513305664,0.03498983383178711,6.599866173928604e-05,3.8503108953591436e-05,6.441042205551639e-05,3.876592745655216e-05,4.179840470897034e-05,2.4208644390455447e-05,3.268808723078109e-05,2.6052324756165035e-05,3.0448756660916843e-05,1.8783952327794395e-05,4.8618683649692684e-05,4.7270550567191094e-05,2.025071080424823e-05,2.3676420823903754e-05,3.1296556699089706e-05,2.3686505301157013e-05,3.13753480440937e-05,2.361622500757221e-05,2.221726390416734e-05,2.477078123774845e-05,5.935083026997745e-05,0.0001363571354886517,2.771987419691868e-05,3.0279250495368615e-05,2.614884579088539e-05,1.8044154785457067e-05,1.8874905435950495e-05,2.35965708270669e-05,1.9710560081875883e-05,2.6489469746593386e-05,3.237231794628315e-05,3.603781806305051e-05,1.8731192540144548e-05,6.233112799236551e-05,3.942568218917586e-05,4.770530722453259e-05
28,3.6456360248848796e-05,9.815413068281487e-05,4.999999873689376e-05,13.379671096801758,0.05184793472290039,7.324569742195308e-05,3.968725286540575e-05,6.701580423396081e-05,3.8428483094321564e-05,4.088820787728764e-05,2.657685399753973e-05,3.4345353924436495e-05,2.655716525623575e-05,3.1057985324878246e-05,1.9278724721516483e-05,4.970713780494407e-05,4.7992107283789665e-05,2.083261642837897e-05,2.350689101149328e-05,2.892686825362034e-05,2.338148988201283e-05,3.0609138775616884e-05,2.2498694306705147e-05,2.2442869521910325e-05,2.5261302653234452e-05,5.904191857553087e-05,0.0001379756722599268,2.716182279982604e-05,2.9217819246696308e-05,2.5809347789618187e-05,1.8117127183359116e-05,1.8815422663465142e-05,2.335435237910133e-05,1.9937502656830475e-05,2.6852405426325276e-05,3.2849075068952516e-05,3.590274718590081e-05,1.8420267224428244e-05,6.021771696396172e-05,3.9257203752640635e-05,4.7281369916163385e-05
